utt1	utt2	label	score
id10270/OhfKF8FSq3Y/00005.wav	id10270/OmSWVqpb-N0/00001.wav	1	0.589227
id10270/OhfKF8FSq3Y/00005.wav	id10299/uaPd2Ix-wSI/00010.wav	0	-0.048640
id10270/OhfKF8FSq3Y/00005.wav	id10270/8jEAjG6SegY/00023.wav	1	0.578113
id10270/OhfKF8FSq3Y/00005.wav	id10278/DSGE2F5sTcg/00027.wav	0	-0.014191
id10271/gO805KoL2RM/00001.wav	id10271/zWyD72sHVwA/00002.wav	1	0.568005
id10271/gO805KoL2RM/00001.wav	id10278/_a9CIdlTOr8/00001.wav	0	-0.056444
id10271/gO805KoL2RM/00001.wav	id10271/gO805KoL2RM/00004.wav	1	0.785516
id10271/gO805KoL2RM/00001.wav	id10272/wb6ligRbbZ4/00010.wav	0	0.135749
id10271/gO805KoL2RM/00001.wav	id10271/LjLjQkfhd2o/00005.wav	1	0.665469
id10271/gO805KoL2RM/00001.wav	id10270/5r0dWxy17C8/00003.wav	0	0.169254
id10271/gO805KoL2RM/00001.wav	id10271/_YimahVgI1A/00005.wav	1	0.689546
id10271/gO805KoL2RM/00001.wav	id10292/azw51ZGuz9k/00008.wav	0	0.097279
id10271/gO805KoL2RM/00002.wav	id10271/zWyD72sHVwA/00004.wav	1	0.637152
id10271/gO805KoL2RM/00002.wav	id10283/Ma_3RlzPUOM/00001.wav	0	-0.041835
id10271/gO805KoL2RM/00002.wav	id10271/_YimahVgI1A/00003.wav	1	0.581642
id10271/gO805KoL2RM/00002.wav	id10287/I99R40TUF1s/00013.wav	0	-0.195329
id10271/gO805KoL2RM/00002.wav	id10271/1gtz-CUIygI/00003.wav	1	0.528052
id10271/gO805KoL2RM/00002.wav	id10292/YvmWRnJnTz0/00005.wav	0	-0.019104
id10271/gO805KoL2RM/00002.wav	id10271/LjLjQkfhd2o/00006.wav	1	0.615734
id10271/gO805KoL2RM/00002.wav	id10291/oLJhH76d0kU/00005.wav	0	0.332061
id10271/gO805KoL2RM/00003.wav	id10271/_YimahVgI1A/00001.wav	1	0.613024
id10271/gO805KoL2RM/00003.wav	id10304/zV7LlMi0eHo/00003.wav	0	0.028635
id10271/gO805KoL2RM/00003.wav	id10271/LjLjQkfhd2o/00005.wav	1	0.592294
id10271/gO805KoL2RM/00003.wav	id10278/shA_TsV-PFs/00002.wav	0	-0.104090
id10271/gO805KoL2RM/00003.wav	id10271/1gtz-CUIygI/00011.wav	1	0.644376
id10271/gO805KoL2RM/00003.wav	id10295/WxDEVkQKPow/00003.wav	0	-0.028055
id10271/gO805KoL2RM/00003.wav	id10271/1gtz-CUIygI/00021.wav	1	0.543281
id10271/gO805KoL2RM/00003.wav	id10309/rxnN8thYzEQ/00002.wav	0	0.058248
id10271/gO805KoL2RM/00004.wav	id10271/LjLjQkfhd2o/00001.wav	1	0.550236
id10271/gO805KoL2RM/00004.wav	id10272/ho_r24dlPTQ/00003.wav	0	0.119372
id10271/gO805KoL2RM/00004.wav	id10271/LjLjQkfhd2o/00007.wav	1	0.605537
id10271/gO805KoL2RM/00004.wav	id10277/SeXsHJ3fW1c/00005.wav	0	0.055721
id10271/gO805KoL2RM/00004.wav	id10271/1gtz-CUIygI/00008.wav	1	0.539324
id10271/gO805KoL2RM/00004.wav	id10295/D8jV1M4V6UQ/00004.wav	0	-0.071346
id10271/gO805KoL2RM/00004.wav	id10271/LjLjQkfhd2o/00005.wav	1	0.609253
id10271/gO805KoL2RM/00004.wav	id10293/BbAymRBSpPM/00003.wav	0	0.078191
id10271/gO805KoL2RM/00005.wav	id10271/_YimahVgI1A/00005.wav	1	0.704061
id10271/gO805KoL2RM/00005.wav	id10306/2SaEbN8hYz4/00004.wav	0	0.150849
id10271/gO805KoL2RM/00005.wav	id10271/1gtz-CUIygI/00019.wav	1	0.619339
id10271/gO805KoL2RM/00005.wav	id10283/vaK4t1-WD4M/00043.wav	0	0.135114
id10271/gO805KoL2RM/00005.wav	id10271/zWyD72sHVwA/00007.wav	1	0.560880
id10271/gO805KoL2RM/00005.wav	id10282/ek_uqADnhPQ/00003.wav	0	0.096288
id10271/gO805KoL2RM/00005.wav	id10271/1gtz-CUIygI/00005.wav	1	0.549952
id10271/gO805KoL2RM/00005.wav	id10287/I99R40TUF1s/00008.wav	0	-0.145721
id10271/1gtz-CUIygI/00001.wav	id10271/37nktPRUJ58/00002.wav	1	0.649064
id10271/1gtz-CUIygI/00001.wav	id10284/RNYNkXzY5Hk/00009.wav	0	-0.197769
id10271/1gtz-CUIygI/00001.wav	id10271/zWyD72sHVwA/00007.wav	1	0.581024
id10271/1gtz-CUIygI/00001.wav	id10292/v6MWr5UAZ94/00006.wav	0	0.138923
id10271/1gtz-CUIygI/00001.wav	id10271/1gtz-CUIygI/00011.wav	1	0.620464
id10271/1gtz-CUIygI/00001.wav	id10273/8cfyJEV7hP8/00012.wav	0	-0.012440
id10271/1gtz-CUIygI/00001.wav	id10271/gO805KoL2RM/00001.wav	1	0.641328
id10271/1gtz-CUIygI/00001.wav	id10297/3vnz4Iy5fMg/00001.wav	0	-0.107257
id10271/1gtz-CUIygI/00002.wav	id10271/8gcdEYAKNkE/00001.wav	1	0.633671
id10271/1gtz-CUIygI/00002.wav	id10288/R4S2c-NiPfA/00007.wav	0	-0.149081
id10271/1gtz-CUIygI/00002.wav	id10271/1gtz-CUIygI/00008.wav	1	0.663436
id10271/1gtz-CUIygI/00002.wav	id10303/VCEs8oAQAiM/00022.wav	0	-0.177791
id10271/1gtz-CUIygI/00002.wav	id10271/PfcJLmkhGbk/00006.wav	1	0.670792
id10271/1gtz-CUIygI/00002.wav	id10278/x5dqrDlwxR4/00001.wav	0	-0.090090
id10271/1gtz-CUIygI/00002.wav	id10271/zWyD72sHVwA/00002.wav	1	0.566797
id10271/1gtz-CUIygI/00002.wav	id10273/5TWpQYtboq0/00009.wav	0	-0.046032
id10271/1gtz-CUIygI/00003.wav	id10271/PfcJLmkhGbk/00001.wav	1	0.552003
id10271/1gtz-CUIygI/00003.wav	id10290/kKQpvHl21Cg/00006.wav	0	0.070636
id10271/1gtz-CUIygI/00003.wav	id10271/PfcJLmkhGbk/00002.wav	1	0.566599
id10271/1gtz-CUIygI/00003.wav	id10274/xbGp2KSUr0E/00002.wav	0	-0.219694
id10271/1gtz-CUIygI/00003.wav	id10271/LjLjQkfhd2o/00008.wav	1	0.537377
id10271/1gtz-CUIygI/00003.wav	id10272/wb6ligRbbZ4/00007.wav	0	0.155678
id10271/1gtz-CUIygI/00003.wav	id10271/_YimahVgI1A/00001.wav	1	0.588017
id10271/1gtz-CUIygI/00003.wav	id10309/qFrRfhWombs/00015.wav	0	0.065037
id10271/1gtz-CUIygI/00004.wav	id10271/1gtz-CUIygI/00017.wav	1	0.629561
id10271/1gtz-CUIygI/00004.wav	id10270/8jEAjG6SegY/00028.wav	0	-0.070666
id10271/1gtz-CUIygI/00004.wav	id10271/1gtz-CUIygI/00010.wav	1	0.713470
id10271/1gtz-CUIygI/00004.wav	id10283/r9-0pljhZqs/00010.wav	0	0.201779
id10271/1gtz-CUIygI/00004.wav	id10271/_YimahVgI1A/00001.wav	1	0.678109
id10271/1gtz-CUIygI/00004.wav	id10279/4Q1IvdayPR8/00017.wav	0	0.023125
id10271/1gtz-CUIygI/00004.wav	id10271/1gtz-CUIygI/00007.wav	1	0.660818
id10271/1gtz-CUIygI/00004.wav	id10282/s4X9cwCCnFo/00004.wav	0	0.005032
id10271/1gtz-CUIygI/00005.wav	id10271/LjLjQkfhd2o/00007.wav	1	0.663375
id10271/1gtz-CUIygI/00005.wav	id10292/gm6PJowclv0/00018.wav	0	-0.020747
id10271/1gtz-CUIygI/00005.wav	id10271/zWyD72sHVwA/00007.wav	1	0.404839
id10271/1gtz-CUIygI/00005.wav	id10278/Pp-rAswo4Xg/00024.wav	0	0.113045
id10271/1gtz-CUIygI/00005.wav	id10271/1gtz-CUIygI/00011.wav	1	0.555248
id10271/1gtz-CUIygI/00005.wav	id10289/8l5ZnDf-FUA/00018.wav	0	0.092990
id10271/1gtz-CUIygI/00005.wav	id10271/gO805KoL2RM/00002.wav	1	0.494505
id10271/1gtz-CUIygI/00005.wav	id10307/120gjdqGWNQ/00016.wav	0	-0.130510
id10271/1gtz-CUIygI/00006.wav	id10271/gO805KoL2RM/00001.wav	1	0.690289
id10271/1gtz-CUIygI/00006.wav	id10278/Pp-rAswo4Xg/00001.wav	0	0.037828
id10271/1gtz-CUIygI/00006.wav	id10271/zWyD72sHVwA/00003.wav	1	0.519554
id10271/1gtz-CUIygI/00006.wav	id10285/d-ZEojJk-rs/00001.wav	0	-0.019117
id10271/1gtz-CUIygI/00006.wav	id10271/LjLjQkfhd2o/00003.wav	1	0.663146
id10271/1gtz-CUIygI/00006.wav	id10272/0qqQJVFKpbA/00002.wav	0	-0.017333
id10271/1gtz-CUIygI/00006.wav	id10271/1gtz-CUIygI/00004.wav	1	0.815646
id10271/1gtz-CUIygI/00006.wav	id10283/p5g1heXp34o/00008.wav	0	0.199954
id10271/1gtz-CUIygI/00007.wav	id10271/Zjc7Xy7aT8c/00003.wav	1	0.593430
id10271/1gtz-CUIygI/00007.wav	id10292/azw51ZGuz9k/00004.wav	0	0.218955
id10271/1gtz-CUIygI/00007.wav	id10271/Zjc7Xy7aT8c/00002.wav	1	0.555772
id10271/1gtz-CUIygI/00007.wav	id10284/EoCPhxtWUOc/00004.wav	0	-0.056344
id10271/1gtz-CUIygI/00007.wav	id10271/zWyD72sHVwA/00003.wav	1	0.610954
id10271/1gtz-CUIygI/00007.wav	id10270/8jEAjG6SegY/00003.wav	0	-0.070694
id10271/1gtz-CUIygI/00007.wav	id10271/OZcAiOZBNjQ/00001.wav	1	0.540180
id10271/1gtz-CUIygI/00007.wav	id10276/CAhGBfTmCHw/00006.wav	0	0.000734
id10271/1gtz-CUIygI/00008.wav	id10271/_YimahVgI1A/00005.wav	1	0.624514
id10271/1gtz-CUIygI/00008.wav	id10273/eLl_yTeuaKo/00020.wav	0	0.092369
id10271/1gtz-CUIygI/00008.wav	id10271/PfcJLmkhGbk/00003.wav	1	0.590717
id10271/1gtz-CUIygI/00008.wav	id10282/U3xR3MZjEVg/00005.wav	0	-0.049728
id10271/1gtz-CUIygI/00008.wav	id10271/PfcJLmkhGbk/00008.wav	1	0.607864
id10271/1gtz-CUIygI/00008.wav	id10293/SJxWXqMu2ds/00002.wav	0	0.042003
id10271/1gtz-CUIygI/00008.wav	id10271/PfcJLmkhGbk/00007.wav	1	0.503681
id10271/1gtz-CUIygI/00008.wav	id10273/eLl_yTeuaKo/00017.wav	0	-0.036157
id10271/1gtz-CUIygI/00009.wav	id10271/LjLjQkfhd2o/00002.wav	1	0.659026
id10271/1gtz-CUIygI/00009.wav	id10282/37XQxZ5lBD8/00002.wav	0	0.159791
id10271/1gtz-CUIygI/00009.wav	id10271/PfcJLmkhGbk/00005.wav	1	0.671422
id10271/1gtz-CUIygI/00009.wav	id10279/4Q1IvdayPR8/00011.wav	0	0.053154
id10271/1gtz-CUIygI/00009.wav	id10271/Zjc7Xy7aT8c/00001.wav	1	0.600233
id10271/1gtz-CUIygI/00009.wav	id10272/dkN2DIBrXqQ/00004.wav	0	0.118925
id10271/1gtz-CUIygI/00009.wav	id10271/1gtz-CUIygI/00019.wav	1	0.770279
id10271/1gtz-CUIygI/00009.wav	id10273/MqKFZOAwUsg/00003.wav	0	-0.093823
id10271/1gtz-CUIygI/00010.wav	id10271/LjLjQkfhd2o/00006.wav	1	0.589548
id10271/1gtz-CUIygI/00010.wav	id10298/hjvQiiG71rM/00035.wav	0	-0.005288
id10271/1gtz-CUIygI/00010.wav	id10271/8gcdEYAKNkE/00001.wav	1	0.623131
id10271/1gtz-CUIygI/00010.wav	id10276/FDhJhEu0JUM/00015.wav	0	0.055747
id10271/1gtz-CUIygI/00010.wav	id10271/PiXU2UZAh-0/00001.wav	1	0.628706
id10271/1gtz-CUIygI/00010.wav	id10305/t0EX2dOBQjw/00005.wav	0	-0.199907
id10271/1gtz-CUIygI/00010.wav	id10271/1gtz-CUIygI/00013.wav	1	0.760049
id10271/1gtz-CUIygI/00010.wav	id10285/LbFFEF1pHO0/00004.wav	0	0.002572
id10271/1gtz-CUIygI/00011.wav	id10271/LjLjQkfhd2o/00005.wav	1	0.603599
id10271/1gtz-CUIygI/00011.wav	id10302/ekqJava7sdE/00001.wav	0	0.018808
id10271/1gtz-CUIygI/00011.wav	id10271/_pOfzIZVLFQ/00001.wav	1	0.436932
id10271/1gtz-CUIygI/00011.wav	id10309/RkN41E3gRpc/00001.wav	0	0.221686
id10271/1gtz-CUIygI/00011.wav	id10271/1gtz-CUIygI/00003.wav	1	0.703206
id10271/1gtz-CUIygI/00011.wav	id10291/d2Lasybvo7s/00003.wav	0	0.317477
id10271/1gtz-CUIygI/00011.wav	id10271/1gtz-CUIygI/00020.wav	1	0.737407
id10271/1gtz-CUIygI/00011.wav	id10273/8fKRoUIpAJY/00009.wav	0	0.069985
id10271/1gtz-CUIygI/00012.wav	id10271/1gtz-CUIygI/00016.wav	1	0.676048
id10271/1gtz-CUIygI/00012.wav	id10292/2qlrpSAc9Xs/00018.wav	0	-0.009841
id10271/1gtz-CUIygI/00012.wav	id10271/1gtz-CUIygI/00011.wav	1	0.615130
id10271/1gtz-CUIygI/00012.wav	id10289/sf4uMnkYFG8/00006.wav	0	0.215783
id10271/1gtz-CUIygI/00012.wav	id10271/1gtz-CUIygI/00021.wav	1	0.742848
id10271/1gtz-CUIygI/00012.wav	id10294/WJPpL58RruA/00004.wav	0	-0.090842
id10271/1gtz-CUIygI/00012.wav	id10271/LjLjQkfhd2o/00003.wav	1	0.615458
id10271/1gtz-CUIygI/00012.wav	id10286/DPPq8w5ILrA/00003.wav	0	0.041710
id10271/1gtz-CUIygI/00013.wav	id10271/gO805KoL2RM/00004.wav	1	0.621525
id10271/1gtz-CUIygI/00013.wav	id10273/oBaIbyCrTVw/00001.wav	0	0.077345
id10271/1gtz-CUIygI/00013.wav	id10271/zWyD72sHVwA/00003.wav	1	0.473545
id10271/1gtz-CUIygI/00013.wav	id10303/VCEs8oAQAiM/00016.wav	0	-0.061704
id10271/1gtz-CUIygI/00013.wav	id10271/_YimahVgI1A/00004.wav	1	0.625547
id10271/1gtz-CUIygI/00013.wav	id10309/pwfqGqgezH4/00007.wav	0	0.019297
id10271/1gtz-CUIygI/00013.wav	id10271/1gtz-CUIygI/00006.wav	1	0.723712
id10271/1gtz-CUIygI/00013.wav	id10309/vobW27_-JyQ/00014.wav	0	-0.058263
id10271/1gtz-CUIygI/00014.wav	id10271/LjLjQkfhd2o/00008.wav	1	0.626579
id10271/1gtz-CUIygI/00014.wav	id10290/VYk_DxNl_T8/00002.wav	0	0.092124
id10271/1gtz-CUIygI/00014.wav	id10271/37nktPRUJ58/00002.wav	1	0.573700
id10271/1gtz-CUIygI/00014.wav	id10298/qrJ0fQJP5gs/00001.wav	0	-0.049167
id10271/1gtz-CUIygI/00014.wav	id10271/PfcJLmkhGbk/00002.wav	1	0.705943
id10271/1gtz-CUIygI/00014.wav	id10304/hDBMV_0Vz4E/00005.wav	0	0.111141
id10271/1gtz-CUIygI/00014.wav	id10271/gO805KoL2RM/00005.wav	1	0.676856
id10271/1gtz-CUIygI/00014.wav	id10300/Fi8lnFPYgII/00016.wav	0	-0.129924
id10271/1gtz-CUIygI/00015.wav	id10271/PMWQqW_ia58/00001.wav	1	0.459684
id10271/1gtz-CUIygI/00015.wav	id10309/0b1inHMAr6o/00006.wav	0	-0.213490
id10271/1gtz-CUIygI/00015.wav	id10271/LjLjQkfhd2o/00006.wav	1	0.543786
id10271/1gtz-CUIygI/00015.wav	id10302/K2_D_tFdAgY/00011.wav	0	0.010714
id10271/1gtz-CUIygI/00015.wav	id10271/1gtz-CUIygI/00008.wav	1	0.546598
id10271/1gtz-CUIygI/00015.wav	id10294/nkIdfM2BFS0/00006.wav	0	-0.029410
id10271/1gtz-CUIygI/00015.wav	id10271/1gtz-CUIygI/00002.wav	1	0.712551
id10271/1gtz-CUIygI/00015.wav	id10295/OCO9SWN7EOQ/00001.wav	0	0.259621
id10271/1gtz-CUIygI/00016.wav	id10271/gO805KoL2RM/00005.wav	1	0.625647
id10271/1gtz-CUIygI/00016.wav	id10270/5r0dWxy17C8/00012.wav	0	0.043173
id10271/1gtz-CUIygI/00016.wav	id10271/zWyD72sHVwA/00006.wav	1	0.625243
id10271/1gtz-CUIygI/00016.wav	id10272/0qqQJVFKpbA/00003.wav	0	0.090647
id10271/1gtz-CUIygI/00016.wav	id10271/1gtz-CUIygI/00018.wav	1	0.634433
id10271/1gtz-CUIygI/00016.wav	id10286/DPPq8w5ILrA/00008.wav	0	-0.004937
id10271/1gtz-CUIygI/00016.wav	id10271/zWyD72sHVwA/00005.wav	1	0.512158
id10271/1gtz-CUIygI/00016.wav	id10304/JQtDfEz08aU/00014.wav	0	-0.081130
id10271/1gtz-CUIygI/00017.wav	id10271/PfcJLmkhGbk/00007.wav	1	0.560790
id10271/1gtz-CUIygI/00017.wav	id10276/FDhJhEu0JUM/00010.wav	0	0.052875
id10271/1gtz-CUIygI/00017.wav	id10271/Zjc7Xy7aT8c/00002.wav	1	0.497902
id10271/1gtz-CUIygI/00017.wav	id10298/hjvQiiG71rM/00026.wav	0	-0.121470
id10271/1gtz-CUIygI/00017.wav	id10271/PfcJLmkhGbk/00001.wav	1	0.512429
id10271/1gtz-CUIygI/00017.wav	id10307/BpIz2lAf22Y/00002.wav	0	-0.182589
id10271/1gtz-CUIygI/00017.wav	id10271/LjLjQkfhd2o/00007.wav	1	0.473966
id10271/1gtz-CUIygI/00017.wav	id10280/9AtE4C309P8/00004.wav	0	0.102792
id10271/1gtz-CUIygI/00018.wav	id10271/Zjc7Xy7aT8c/00001.wav	1	0.503679
id10271/1gtz-CUIygI/00018.wav	id10301/BVFTRGHuk3M/00001.wav	0	-0.136360
id10271/1gtz-CUIygI/00018.wav	id10271/gO805KoL2RM/00004.wav	1	0.568559
id10271/1gtz-CUIygI/00018.wav	id10306/5jsUg3uxG-E/00003.wav	0	0.164743
id10271/1gtz-CUIygI/00018.wav	id10271/37nktPRUJ58/00003.wav	1	0.514254
id10271/1gtz-CUIygI/00018.wav	id10294/oTRparDs-84/00005.wav	0	-0.084065
id10271/1gtz-CUIygI/00018.wav	id10271/1gtz-CUIygI/00006.wav	1	0.753565
id10271/1gtz-CUIygI/00018.wav	id10277/znxUWA2QAGs/00013.wav	0	0.035946
id10271/1gtz-CUIygI/00019.wav	id10271/1gtz-CUIygI/00021.wav	1	0.607328
id10271/1gtz-CUIygI/00019.wav	id10284/7yx9A0yzLYk/00027.wav	0	-0.241973
id10271/1gtz-CUIygI/00019.wav	id10271/LjLjQkfhd2o/00008.wav	1	0.657062
id10271/1gtz-CUIygI/00019.wav	id10270/8jEAjG6SegY/00032.wav	0	-0.038835
id10271/1gtz-CUIygI/00019.wav	id10271/_pOfzIZVLFQ/00001.wav	1	0.576606
id10271/1gtz-CUIygI/00019.wav	id10274/s7vZT3_8Smo/00008.wav	0	-0.056882
id10271/1gtz-CUIygI/00019.wav	id10271/zWyD72sHVwA/00008.wav	1	0.486795
id10271/1gtz-CUIygI/00019.wav	id10273/DE9lM-s8LcA/00001.wav	0	0.116861
id10271/1gtz-CUIygI/00020.wav	id10271/1gtz-CUIygI/00013.wav	1	0.740739
id10271/1gtz-CUIygI/00020.wav	id10289/8l5ZnDf-FUA/00003.wav	0	0.172719
id10271/1gtz-CUIygI/00020.wav	id10271/PfcJLmkhGbk/00001.wav	1	0.620527
id10271/1gtz-CUIygI/00020.wav	id10286/Qkll9n7U5ak/00005.wav	0	0.039327
id10271/1gtz-CUIygI/00020.wav	id10271/zWyD72sHVwA/00003.wav	1	0.483924
id10271/1gtz-CUIygI/00020.wav	id10298/U_1vfIVOigA/00013.wav	0	-0.163792
id10271/1gtz-CUIygI/00020.wav	id10271/PiXU2UZAh-0/00001.wav	1	0.592382
id10271/1gtz-CUIygI/00020.wav	id10286/L2jRsPDZGgw/00009.wav	0	0.103422
id10271/1gtz-CUIygI/00021.wav	id10271/1gtz-CUIygI/00004.wav	1	0.584187
id10271/1gtz-CUIygI/00021.wav	id10276/AjY0B7kh_-k/00006.wav	0	0.107204
id10271/1gtz-CUIygI/00021.wav	id10271/_YimahVgI1A/00003.wav	1	0.534228
id10271/1gtz-CUIygI/00021.wav	id10296/ZEpT2orkZTc/00001.wav	0	-0.083952
id10271/1gtz-CUIygI/00021.wav	id10271/_YimahVgI1A/00005.wav	1	0.676801
id10271/1gtz-CUIygI/00021.wav	id10278/QOq66XogW3Q/00008.wav	0	-0.121517
id10271/1gtz-CUIygI/00021.wav	id10271/_pOfzIZVLFQ/00001.wav	1	0.367767
id10271/1gtz-CUIygI/00021.wav	id10309/GyJHpVQmcvc/00005.wav	0	0.174273
id10271/37nktPRUJ58/00001.wav	id10271/_YimahVgI1A/00005.wav	1	0.621823
id10271/37nktPRUJ58/00001.wav	id10306/ST2JZXcyYkE/00004.wav	0	0.015810
id10271/37nktPRUJ58/00001.wav	id10271/zWyD72sHVwA/00006.wav	1	0.649598
id10271/37nktPRUJ58/00001.wav	id10287/bP0bKbQQlzc/00005.wav	0	0.070359
id10271/37nktPRUJ58/00001.wav	id10271/gO805KoL2RM/00001.wav	1	0.681792
id10271/37nktPRUJ58/00001.wav	id10273/9PmuAcGCSjY/00003.wav	0	0.010499
id10271/37nktPRUJ58/00001.wav	id10271/LjLjQkfhd2o/00008.wav	1	0.593637
id10271/37nktPRUJ58/00001.wav	id10294/OiRXHy35Euk/00001.wav	0	-0.146003
id10271/37nktPRUJ58/00002.wav	id10271/Zjc7Xy7aT8c/00001.wav	1	0.606871
id10271/37nktPRUJ58/00002.wav	id10270/8jEAjG6SegY/00029.wav	0	0.036556
id10271/37nktPRUJ58/00002.wav	id10271/PfcJLmkhGbk/00002.wav	1	0.657005
id10271/37nktPRUJ58/00002.wav	id10280/Np6typH1VKE/00003.wav	0	0.245809
id10271/37nktPRUJ58/00002.wav	id10271/LjLjQkfhd2o/00007.wav	1	0.470500
id10271/37nktPRUJ58/00002.wav	id10270/OhfKF8FSq3Y/00005.wav	0	0.148177
id10271/37nktPRUJ58/00002.wav	id10271/1gtz-CUIygI/00005.wav	1	0.473549
id10271/37nktPRUJ58/00002.wav	id10289/fGlKVvjgUdY/00009.wav	0	0.210761
id10271/37nktPRUJ58/00003.wav	id10271/Zjc7Xy7aT8c/00003.wav	1	0.449663
id10271/37nktPRUJ58/00003.wav	id10300/8Sz2-IYJ2GA/00010.wav	0	-0.170900
id10271/37nktPRUJ58/00003.wav	id10271/PfcJLmkhGbk/00003.wav	1	0.538341
id10271/37nktPRUJ58/00003.wav	id10295/WxDEVkQKPow/00009.wav	0	0.077045
id10271/37nktPRUJ58/00003.wav	id10271/LjLjQkfhd2o/00003.wav	1	0.610308
id10271/37nktPRUJ58/00003.wav	id10291/iPZGPcrYIZs/00001.wav	0	0.222172
id10271/37nktPRUJ58/00003.wav	id10271/gO805KoL2RM/00001.wav	1	0.610729
id10271/37nktPRUJ58/00003.wav	id10283/gAKHqHbNt2g/00010.wav	0	-0.006486
id10271/8gcdEYAKNkE/00001.wav	id10271/LjLjQkfhd2o/00001.wav	1	0.526260
id10271/8gcdEYAKNkE/00001.wav	id10292/3kzw8lTcUBU/00014.wav	0	-0.031217
id10271/8gcdEYAKNkE/00001.wav	id10271/Zjc7Xy7aT8c/00001.wav	1	0.641541
id10271/8gcdEYAKNkE/00001.wav	id10290/HYiqXC0B3iY/00016.wav	0	0.071365
id10271/8gcdEYAKNkE/00001.wav	id10271/zWyD72sHVwA/00008.wav	1	0.487414
id10271/8gcdEYAKNkE/00001.wav	id10289/8l5ZnDf-FUA/00012.wav	0	0.168001
id10271/8gcdEYAKNkE/00001.wav	id10271/1gtz-CUIygI/00009.wav	1	0.591961
id10271/8gcdEYAKNkE/00001.wav	id10292/azw51ZGuz9k/00001.wav	0	0.114654
id10271/EOQXxK1whgU/00001.wav	id10271/gO805KoL2RM/00004.wav	1	0.679305
id10271/EOQXxK1whgU/00001.wav	id10290/HYiqXC0B3iY/00012.wav	0	0.161816
id10271/EOQXxK1whgU/00001.wav	id10271/_pOfzIZVLFQ/00001.wav	1	0.584436
id10271/EOQXxK1whgU/00001.wav	id10278/iEAqbqZ7dDg/00003.wav	0	-0.028402
id10271/EOQXxK1whgU/00001.wav	id10271/1gtz-CUIygI/00014.wav	1	0.559977
id10271/EOQXxK1whgU/00001.wav	id10284/O_rxcwBWTz4/00002.wav	0	-0.060729
id10271/EOQXxK1whgU/00001.wav	id10271/PfcJLmkhGbk/00007.wav	1	0.614922
id10271/EOQXxK1whgU/00001.wav	id10304/hDBMV_0Vz4E/00011.wav	0	0.052166
id10271/EOQXxK1whgU/00002.wav	id10271/1gtz-CUIygI/00002.wav	1	0.598129
id10271/EOQXxK1whgU/00002.wav	id10272/olePnztkm6U/00013.wav	0	-0.090076
id10271/EOQXxK1whgU/00002.wav	id10271/PfcJLmkhGbk/00005.wav	1	0.695226
id10271/EOQXxK1whgU/00002.wav	id10270/GWXujl-xAVM/00035.wav	0	0.057311
id10271/EOQXxK1whgU/00002.wav	id10271/PMWQqW_ia58/00001.wav	1	0.594547
id10271/EOQXxK1whgU/00002.wav	id10309/_z_BR0ERa9g/00007.wav	0	-0.093133
id10271/EOQXxK1whgU/00002.wav	id10271/1gtz-CUIygI/00009.wav	1	0.626814
id10271/EOQXxK1whgU/00002.wav	id10283/clznvDi-ybg/00018.wav	0	0.053146
id10271/EOQXxK1whgU/00003.wav	id10271/_pOfzIZVLFQ/00001.wav	1	0.635793
id10271/EOQXxK1whgU/00003.wav	id10296/tlP585mCdl0/00007.wav	0	-0.116490
id10271/EOQXxK1whgU/00003.wav	id10271/_YimahVgI1A/00002.wav	1	0.401828
id10271/EOQXxK1whgU/00003.wav	id10283/clznvDi-ybg/00006.wav	0	0.012321
id10271/EOQXxK1whgU/00003.wav	id10271/_YimahVgI1A/00004.wav	1	0.495427
id10271/EOQXxK1whgU/00003.wav	id10281/ni6gO5jDLJE/00010.wav	0	-0.209361
id10271/EOQXxK1whgU/00003.wav	id10271/Zjc7Xy7aT8c/00001.wav	1	0.549126
id10271/EOQXxK1whgU/00003.wav	id10272/wb6ligRbbZ4/00002.wav	0	-0.107449
id10271/LjLjQkfhd2o/00001.wav	id10271/zWyD72sHVwA/00007.wav	1	0.563258
id10271/LjLjQkfhd2o/00001.wav	id10305/nJbBcMdxQU4/00012.wav	0	-0.050470
id10271/LjLjQkfhd2o/00001.wav	id10271/37nktPRUJ58/00002.wav	1	0.492685
id10271/LjLjQkfhd2o/00001.wav	id10309/rqaAm4bEsXc/00003.wav	0	0.024508
id10271/LjLjQkfhd2o/00001.wav	id10271/1gtz-CUIygI/00007.wav	1	0.637722
id10271/LjLjQkfhd2o/00001.wav	id10284/RNYNkXzY5Hk/00017.wav	0	-0.043292
id10271/LjLjQkfhd2o/00001.wav	id10271/PfcJLmkhGbk/00004.wav	1	0.621900
id10271/LjLjQkfhd2o/00001.wav	id10273/GRB1GXRafiY/00006.wav	0	-0.026311
id10271/LjLjQkfhd2o/00002.wav	id10271/zWyD72sHVwA/00007.wav	1	0.552127
id10271/LjLjQkfhd2o/00002.wav	id10309/qFrRfhWombs/00015.wav	0	-0.075867
id10271/LjLjQkfhd2o/00002.wav	id10271/gO805KoL2RM/00003.wav	1	0.633680
id10271/LjLjQkfhd2o/00002.wav	id10270/GWXujl-xAVM/00048.wav	0	0.018920
id10271/LjLjQkfhd2o/00002.wav	id10271/1gtz-CUIygI/00001.wav	1	0.555290
